year,locality,axis_label,fig_title,fig_order,start_zero,value
2007,Kvädöfjärden,cm,Abborre L90,2004,FALSE,27
2007,Kvädöfjärden,ESI,Ebryosomatisk index hos tånglake,2028,FALSE,14.67405949539829
2007,Kvädöfjärden,Faktor,Konditionsfaktor hos abborre,1009,FALSE,1.209090909090909
2007,Kvädöfjärden,Faktor,Konditionsfaktor hos tånglake,1009,FALSE,0.4425
2007,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad abborre,3004,FALSE,0.6260436329910117
2007,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad tånglake,3004,FALSE,0.6494613152451807
2007,Kvädöfjärden,g/L,Hemoglobin hos abborre,1012,FALSE,67.63636363636364
2007,Kvädöfjärden,g/L,Hemoglobin hos tånglake,1012,FALSE,36.16
2007,Kvädöfjärden,K,Kondition hos tånglake,2029,FALSE,0.32259954325675677
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos abborre,3020,TRUE,0.004524942925223691
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos tånglake,3020,TRUE,0.0043474130238568345
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",beta-HCH hos abborre,3021,TRUE,0.005644598603684685
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",beta-HCH hos tånglake,3021,TRUE,0.005438749856354862
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos abborre,3018,TRUE,0.008403380319138194
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos tånglake,3018,TRUE,0.010342684074160877
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos abborre,3019,TRUE,0.05297875897219351
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos tånglake,3019,TRUE,0.09932220295583462
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos abborre,3017,TRUE,0.01857578419583448
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos tånglake,3017,TRUE,0.03279100486413918
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos abborre,3023,TRUE,0.00590050374860816
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos tånglake,3023,TRUE,0.010489995233554681
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos abborre,3022,TRUE,0.005644598603684685
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos tånglake,3022,TRUE,0.005438749856354862
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos abborre,3026,TRUE,0.011775286646614312
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos tånglake,3026,TRUE,0.006292692567291577
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos abborre,3027,TRUE,0.014335262572940164
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos tånglake,3027,TRUE,0.029256281376825736
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos abborre,3026.5,TRUE,0.02694635636811784
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos tånglake,3026.5,TRUE,0.06394528911499266
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos abborre,3028,TRUE,0.04959216895295484
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos tånglake,3028,TRUE,0.12034450548321676
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos abborre,3029,TRUE,0.011809728736029977
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos tånglake,3029,TRUE,0.015864425612041554
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos abborre,3024,TRUE,0.004524942925223691
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos tånglake,3024,TRUE,0.0043474130238568345
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-52 hos abborre,3025,TRUE,0.004524942925223691
2007,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-52 hos tånglake,3025,TRUE,0.0043474130238568345
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Arsenik hos abborre,3008,TRUE,4.465453496740725
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Arsenik hos tånglake,3008,TRUE,8.113192959618303
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos abborre,3014,TRUE,0.012354954755277231
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos tånglake,3014,TRUE,0.08078985084773954
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos abborre,3009,TRUE,0.3433061217099864
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos tånglake,3009,TRUE,0.9813256340277676
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos abborre,3011,TRUE,8.976003300397132
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos tånglake,3011,TRUE,17.435595774162696
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Krom hos abborre,3010,TRUE,0.039043860449655084
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Krom hos tånglake,3010,TRUE,0.024494897427831785
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos abborre,3013,TRUE,0.11387650418282944
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos tånglake,3013,TRUE,0.11958260743101401
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Silver hos abborre,3006,TRUE,0.011486983549970355
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Silver hos tånglake,3006,TRUE,0.08366600265340757
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos abborre,3016,TRUE,101.11838319656056
2007,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos tånglake,3016,TRUE,155.61169621850416
2007,Kvädöfjärden,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos abborre",3030,TRUE,6.834732858604643e-4
2007,Kvädöfjärden,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos tånglake",3030,TRUE,0.0013972623666158607
2007,Kvädöfjärden,"Koncentration, ng/g vv muskel",Kvicksilver hos abborre,3012,TRUE,43.60622652895796
2007,Kvädöfjärden,"Koncentration, ng/g vv muskel",Kvicksilver hos tånglake,3012,TRUE,67.64613810115105
2007,Kvädöfjärden,"Koncentration, pg/g fv","TEQ WHO -98 (PCDD/F+PCB), fv hos abborre",3067,TRUE,29.65
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,6,7,8-HpCDD hos abborre",3060,TRUE,2.9899999999999998
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,6,7,8-HpCDF hos abborre",3052,TRUE,8.050000000000002
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,6,7,8,9-OCDD hos abborre",3061,TRUE,10.109999999999998
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,6,7,8,9-OCDF hos abborre",3054,TRUE,1.626345596729059
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,7,8-HxCDD hos abborre",3057,TRUE,2.53
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,7,8-HxCDF hos abborre",3048,TRUE,2.9899999999999998
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,4,7,8,9-HpCDF hos abborre",3053,TRUE,1.15
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,6,7,8-HxCDD hos abborre",3058,TRUE,2.87
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,6,7,8-HxCDF hos abborre",3049,TRUE,1.72
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,7,8-PeCDD hos abborre",3056,TRUE,1.72
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,7,8-PeCDF hos abborre",3046,TRUE,9.430000000000001
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,7,8,9-HxCDD hos abborre",3059,TRUE,1.26
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","1,2,3,7,8,9-HxCDF hos abborre",3051,TRUE,5.86
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","2,3,4,6,7,8-HxCDF hos abborre",3050,TRUE,3.45
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","2,3,4,7,8-PeCDF hos abborre",3047,TRUE,19.540000000000003
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","2,3,7,8-TCDD hos abborre",3055,TRUE,1.1384419177103415
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","2,3,7,8-TCDF hos abborre",3045,TRUE,28.740000000000002
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-105 hos abborre,3037,TRUE,4828.000000000002
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-114 hos abborre,3036,TRUE,253.00000000000003
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-123 hos abborre,3035,TRUE,229.89999999999995
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-126 hos abborre,3033,TRUE,74.99999999999997
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-156 hos abborre,3040,TRUE,2413.8000000000006
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-157 hos abborre,3041,TRUE,540.2
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-167 hos abborre,3039,TRUE,1609.2
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-169 hos abborre,3034,TRUE,5.4
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-189 hos abborre,3042,TRUE,264.39999999999986
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-77 hos abborre,3031,TRUE,161.00000000000003
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",PCB-81 hos abborre,3032,TRUE,15.999999999999998
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel",TEQ WHO -98 (PCB) hos abborre,3044,TRUE,11.259999999999998
2007,Kvädöfjärden,"Koncentration, pg/g fv muskel","TEQ WHO -98 (PCDD/F), fv hos abborre",3063,TRUE,18.39
2007,Kvädöfjärden,"Koncentration, pg/g vv","TEQ WHO -98 (PCDD/F+PCB), vv hos abborre",3068,TRUE,0.18562193718183498
2007,Kvädöfjärden,"Koncentration, pg/g vv muskel","TEQ WHO -98 (PCDD/F), vv hos abborre",3064,TRUE,0.15999300000000002
2007,Kvädöfjärden,"Konditionsfaktor, K",Konditionsfaktor hos analyserad abborre,3005,FALSE,1.245312046365337
2007,Kvädöfjärden,"Konditionsfaktor, K",Konditionsfaktor hos analyserad tånglake,3005,FALSE,0.3655865157007062
2007,Kvädöfjärden,"Längd, cm",Längd hos analyserad abborre,3003,FALSE,16.910874576431887
2007,Kvädöfjärden,"Längd, cm",Längd hos analyserad tånglake,3003,FALSE,23.49978723307937
2007,Kvädöfjärden,m,Siktdjup under provfiske,2010,FALSE,3.1
2007,Kvädöfjärden,m,"Siktdjup, säsongsmedel",2012,FALSE,4.681818181818182
2007,Kvädöfjärden,mm,Längd vid 1 års ålder hos abborre,2022,FALSE,132.52
2007,Kvädöfjärden,mm,Längd vid 1 års ålder hos tånglake,2022,FALSE,150
2007,Kvädöfjärden,mm,Längd vid 2 års ålder hos abborre,2023,FALSE,177.98611111111111
2007,Kvädöfjärden,mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,198.38
2007,Kvädöfjärden,mm,Längd vid 3 års ålder hos abborre,2024,FALSE,218.23809523809524
2007,Kvädöfjärden,mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,225.16666666666666
2007,Kvädöfjärden,mm,Längd vid 4 års ålder hos abborre,2025,FALSE,249.85714285714286
2007,Kvädöfjärden,mm,Längd vid 4 års ålder hos tånglake,2025,FALSE,245.9090909090909
2007,Kvädöfjärden,mm,Längd vid 5 års ålder hos abborre,2026,FALSE,262.9736842105263
2007,Kvädöfjärden,mm,Längd vid 5 års ålder hos tånglake,2026,FALSE,253.75
2007,Kvädöfjärden,mm,Längd vid 6 års ålder hos abborre,2027,FALSE,263.3
2007,Kvädöfjärden,mmol/l plasma,Glukos hos abborre,1014,FALSE,5.577272727272727
2007,Kvädöfjärden,mmol/l plasma,Glukos hos tånglake,1014,FALSE,2.108
2007,Kvädöfjärden,mmol/l plasma,Kalcium hos abborre,1015,FALSE,0.6994117647058824
2007,Kvädöfjärden,mmol/l plasma,Kalcium hos tånglake,1015,FALSE,0.8055
2007,Kvädöfjärden,mmol/l plasma,Kalium hos abborre,1017,FALSE,4.064705882352941
2007,Kvädöfjärden,mmol/l plasma,Kalium hos tånglake,1017,FALSE,4.965
2007,Kvädöfjärden,mmol/l plasma,Klorid hos abborre,1016,FALSE,113.33333333333333
2007,Kvädöfjärden,mmol/l plasma,Klorid hos tånglake,1016,FALSE,144.75
2007,Kvädöfjärden,mmol/l plasma,Natrium hos abborre,1018,FALSE,139.47058823529412
2007,Kvädöfjärden,mmol/l plasma,Natrium hos tånglake,1018,FALSE,164
2007,Kvädöfjärden,N,Artantal,2001,FALSE,13
2007,Kvädöfjärden,nmol/mg protein × minut,Glutation hos abborre,1025,TRUE,10.530454545454546
2007,Kvädöfjärden,nmol/mg protein × minut,Glutation hos tånglake,1025,TRUE,22.9112
2007,Kvädöfjärden,pmol/mg protein × minut,EROD hos hantånglake,1024,TRUE,252.4
2007,Kvädöfjärden,pmol/mg protein × minut,EROD hos honabborre,1024,TRUE,188.3181818181818
2007,Kvädöfjärden,pmol/mg protein × minut,EROD hos hontånglake,1024,TRUE,78.84
2007,Kvädöfjärden,Shannon-Wiener diversitetsindex,Diversitet,2002,FALSE,1.5110742410894922
2007,Kvädöfjärden,Trofisk medelnivå,Trofisk medelnivå,2003,FALSE,3.5171070931849795
2007,Kvädöfjärden,"Vikt, g",Vikt hos analyserad abborre,3002,FALSE,60.22494259580653
2007,Kvädöfjärden,"Vikt, g",Vikt hos analyserad tånglake,3002,FALSE,47.44407233785902
2007,Kvädöfjärden,"Ålder, år",Ålder hos analyserad abborre,3001,FALSE,2.8773495130700626
2007,Kvädöfjärden,"Ålder, år",Ålder hos analyserad tånglake,3001,FALSE,5.47722557505166
2007,Kvädöfjärden,år,Ålder hos abborre,1008,FALSE,3.4545454545454546
2007,Kvädöfjärden,år,Ålder hos tånglake,1008,FALSE,4.2
2007,Torhamn,%,Granulocyter hos abborre,1020,FALSE,0.744
2007,Torhamn,%,GSI hos honabborre,1010,FALSE,3.3952
2007,Torhamn,%,Hematokrit hos abborre,1013,FALSE,26.954545454545453
2007,Torhamn,%,iRBC hos abborre,1023,FALSE,0.604
2007,Torhamn,%,LSI hos abborre,1011,FALSE,1.4912
2007,Torhamn,%,Lymfocyter hos abborre,1021,FALSE,2.968
2007,Torhamn,%,Trombocyter hos abborre,1022,FALSE,2.212
2007,Torhamn,%,Vita blodceller hos abborre,1019,FALSE,5.96
2007,Torhamn,°C,"Temperatur i vatten vid redskap under 
provfiske",2013,FALSE,18.54285714285714
2007,Torhamn,°C,"Vattentemperatur vid 1m, säsongsmedel",2011,FALSE,16.652464967320263
2007,Torhamn,µg/ml plasma,Vitellogenin hos hanabborre,1029,FALSE,0.386
2007,Torhamn,µg/ml plasma,Vitellogenin hos honabborre,1029,FALSE,2076.52
2007,Torhamn,µmol/mg protein × minut,Glutation S-transferas hos honabborre,1026,TRUE,0.14884615384615385
2007,Torhamn,µmol/mg protein × minut,Katalas hos abborre,1027,TRUE,84.05384615384615
2007,Torhamn,antal per redskap och natt,"Abborre, fångst under provfiske",2014,FALSE,14.25
2007,Torhamn,antal per redskap och natt,"Karpfiskar och mesopredatorer, 
fångst under provfiske",2015,FALSE,26
2007,Torhamn,antal per redskap och natt,"Rovfisk, fångst under provfiske",2021,FALSE,14.428571428571429
2007,Torhamn,antal per redskap och natt,Totalfångst under provfiske,2017,FALSE,41.464285714285715
2007,Torhamn,cm,Abborre L90,2004,FALSE,23
2007,Torhamn,Faktor,Konditionsfaktor hos abborre,1009,FALSE,1.2127999999999999
2007,Torhamn,g/L,Hemoglobin hos abborre,1012,FALSE,68.92
2007,Torhamn,m,Siktdjup under provfiske,2010,FALSE,4.516666666666667
2007,Torhamn,mm,Längd vid 1 års ålder hos abborre,2022,FALSE,145.340206185567
2007,Torhamn,mm,Längd vid 2 års ålder hos abborre,2023,FALSE,212.41573033707866
2007,Torhamn,mm,Längd vid 3 års ålder hos abborre,2024,FALSE,245.83333333333334
2007,Torhamn,mm,Längd vid 4 års ålder hos abborre,2025,FALSE,296
2007,Torhamn,mmol/l plasma,Glukos hos abborre,1014,FALSE,5.656
2007,Torhamn,mmol/l plasma,Kalcium hos abborre,1015,FALSE,0.9349999999999999
2007,Torhamn,mmol/l plasma,Kalium hos abborre,1017,FALSE,3.8375
2007,Torhamn,mmol/l plasma,Klorid hos abborre,1016,FALSE,113.44444444444444
2007,Torhamn,mmol/l plasma,Natrium hos abborre,1018,FALSE,136.6875
2007,Torhamn,N,Artantal,2001,FALSE,15
2007,Torhamn,nmol/mg protein × minut,Glutation hos abborre,1025,TRUE,9.16576923076923
2007,Torhamn,pmol/mg protein × minut,EROD hos honabborre,1024,TRUE,188.69230769230768
2007,Torhamn,Shannon-Wiener diversitetsindex,Diversitet,2002,FALSE,1.1428545608020528
2007,Torhamn,Trofisk medelnivå,Trofisk medelnivå,2003,FALSE,3.395348837209302
2007,Torhamn,år,Ålder hos abborre,1008,FALSE,2.076923076923077
2008,Fjällbacka,%,Granulocyter hos tånglake,1020,FALSE,0.7625
2008,Fjällbacka,%,GSI hos hantånglake,1010,FALSE,0.326
2008,Fjällbacka,%,GSI hos hontånglake,1010,FALSE,11.128
2008,Fjällbacka,%,Hematokrit hos tånglake,1013,FALSE,14.565217391304348
2008,Fjällbacka,%,iRBC hos tånglake,1023,FALSE,0.6833333333333333
2008,Fjällbacka,%,Könskvot hos tånglake,1030,FALSE,51.333333333333336
2008,Fjällbacka,%,LSI hos tånglake,1011,FALSE,1.174
2008,Fjällbacka,%,Lymfocyter hos tånglake,1021,FALSE,1.4000000000000001
2008,Fjällbacka,%,Trombocyter hos tånglake,1022,FALSE,1.0958333333333334
2008,Fjällbacka,%,Vita blodceller hos tånglake,1019,FALSE,3.2541666666666664
2008,Fjällbacka,°C,"Vattentemperatur vid 1m, säsongsmedel",2011,FALSE,16.54313725490196
2008,Fjällbacka,µg/ml plasma,Vitellogenin hos hantånglake,1029,FALSE,0.13
2008,Fjällbacka,µg/ml plasma,Vitellogenin hos hontånglake,1029,FALSE,199.25
2008,Fjällbacka,µmol/mg protein × minut,Glutation S-transferas hos hantånglake,1026,TRUE,0.578
2008,Fjällbacka,µmol/mg protein × minut,Glutation S-transferas hos hontånglake,1026,TRUE,0.4736
2008,Fjällbacka,µmol/mg protein × minut,Katalas hos tånglake,1027,TRUE,87.44166666666666
2008,Fjällbacka,Faktor,Konditionsfaktor hos tånglake,1009,FALSE,0.4768
2008,Fjällbacka,"Fett, % i muskel",Fetthalt hos analyserad tånglake,3004,FALSE,0.524785670536077
2008,Fjällbacka,g/L,Hemoglobin hos tånglake,1012,FALSE,40.76
2008,Fjällbacka,"Koncentration, µg/g fv muskel",alfa-HCH hos tånglake,3020,TRUE,0.005335728628781642
2008,Fjällbacka,"Koncentration, µg/g fv muskel",beta-HCH hos tånglake,3021,TRUE,0.006714164132637803
2008,Fjällbacka,"Koncentration, µg/g fv muskel",DDD hos tånglake,3018,TRUE,0.0093637599285757
2008,Fjällbacka,"Koncentration, µg/g fv muskel",DDE hos tånglake,3019,TRUE,0.08611172974688175
2008,Fjällbacka,"Koncentration, µg/g fv muskel",DDT hos tånglake,3017,TRUE,0.022947330999486627
2008,Fjällbacka,"Koncentration, µg/g fv muskel",HCB hos tånglake,3023,TRUE,0.0066009029576804944
2008,Fjällbacka,"Koncentration, µg/g fv muskel",Lindan hos tånglake,3022,TRUE,0.006714164132637803
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-101 hos tånglake,3026,TRUE,0.007533923280734949
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-118 hos tånglake,3027,TRUE,0.09131243069812563
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-138 hos tånglake,3026.5,TRUE,0.15967610967204832
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-153 hos tånglake,3028,TRUE,0.27903677177031705
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-180 hos tånglake,3029,TRUE,0.048555123313611316
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-28 hos tånglake,3024,TRUE,0.005335728628781642
2008,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-52 hos tånglake,3025,TRUE,0.005335728628781642
2008,Fjällbacka,"Koncentration, µg/g tv lever",Arsenik hos tånglake,3008,TRUE,22.986082745870377
2008,Fjällbacka,"Koncentration, µg/g tv lever",Bly hos tånglake,3014,TRUE,0.122266103233889
2008,Fjällbacka,"Koncentration, µg/g tv lever",Kadmium hos tånglake,3009,TRUE,0.5754997827975263
2008,Fjällbacka,"Koncentration, µg/g tv lever",Koppar hos tånglake,3011,TRUE,44.82186966202993
2008,Fjällbacka,"Koncentration, µg/g tv lever",Krom hos tånglake,3010,TRUE,0.014142135623730945
2008,Fjällbacka,"Koncentration, µg/g tv lever",Nickel hos tånglake,3013,TRUE,0.14491376746189438
2008,Fjällbacka,"Koncentration, µg/g tv lever",Silver hos tånglake,3006,TRUE,0.5873670062235365
2008,Fjällbacka,"Koncentration, µg/g tv lever",Zink hos tånglake,3016,TRUE,189.9763143131269
2008,Fjällbacka,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos tånglake",3030,TRUE,0.0026526518943979687
2008,Fjällbacka,"Koncentration, ng/g vv muskel",Kvicksilver hos tånglake,3012,TRUE,32.49615361854384
2008,Fjällbacka,"Konditionsfaktor, K",Konditionsfaktor hos analyserad tånglake,3005,FALSE,0.4433880569854271
2008,Fjällbacka,"Längd, cm",Längd hos analyserad tånglake,3003,FALSE,21.299061012166703
2008,Fjällbacka,mmol/l plasma,Glukos hos tånglake,1014,FALSE,2.272
2008,Fjällbacka,mmol/l plasma,Kalcium hos tånglake,1015,FALSE,0.8205263157894737
2008,Fjällbacka,mmol/l plasma,Kalium hos tånglake,1017,FALSE,4.7894736842105265
2008,Fjällbacka,mmol/l plasma,Klorid hos tånglake,1016,FALSE,141.42857142857142
2008,Fjällbacka,mmol/l plasma,Natrium hos tånglake,1018,FALSE,161.78947368421052
2008,Fjällbacka,nmol/mg protein × minut,Glutation hos tånglake,1025,TRUE,18.2196
2008,Fjällbacka,pmol/mg protein × minut,EROD hos hantånglake,1024,TRUE,293.1
2008,Fjällbacka,pmol/mg protein × minut,EROD hos hontånglake,1024,TRUE,174.56
2008,Fjällbacka,"Vikt, g",Vikt hos analyserad tånglake,3002,FALSE,42.84156859873364
2008,Fjällbacka,"Ålder, år",Ålder hos analyserad tånglake,3001,FALSE,4.472135954999579
2008,Fjällbacka,år,Ålder hos tånglake,1008,FALSE,1.52
2008,"Fjällbacka, aug",°C,"Temperatur i vatten vid redskap under 
provfiske",2013,FALSE,23.266666666666666
2008,"Fjällbacka, aug",antal per redskap och natt,"Karpfiskar och mesopredatorer, 
fångst under provfiske",2015,FALSE,14.479166666666666
2008,"Fjällbacka, aug",antal per redskap och natt,"Rovfisk, fångst under provfiske",2021,FALSE,0
2008,"Fjällbacka, aug",antal per redskap och natt,"Strandkrabba, fångst under provfiske",2016,FALSE,43.760416666666664
2008,"Fjällbacka, aug",antal per redskap och natt,"Torsk, fångst under provfiske",2018,FALSE,0
2008,"Fjällbacka, aug",antal per redskap och natt,Totalfångst under provfiske,2017,FALSE,18.104166666666668
2008,"Fjällbacka, aug",antal per redskap och natt,"Tånglake, fångst under provfiske",2019,FALSE,0.5
2008,"Fjällbacka, aug",antal per redskap och natt,"Ål, fångst under provfiske",2020,FALSE,2.364583333333333
2008,"Fjällbacka, aug",m,Siktdjup under provfiske,2010,FALSE,6.25
2008,"Fjällbacka, aug",N,Artantal,2001,FALSE,12
2008,"Fjällbacka, aug",psu,"Salinitet i vatten vid redskap under 
provfiske",2009,FALSE,24.783333333333335
2008,"Fjällbacka, aug",Shannon-Wiener diversitetsindex,Diversitet,2002,FALSE,1.2293343431166508
2008,"Fjällbacka, aug",Trofisk medelnivå,Trofisk medelnivå,2003,FALSE,3.357594936708861
2008,"Fjällbacka, okt",%,Missbildade yngel tånglake,2007,FALSE,0.6017592884897948
2008,"Fjällbacka, okt",%,Onormala yngel tånglake,2008,FALSE,4.87552972085497
2008,"Fjällbacka, okt",%,Sent döda yngel tånglake,2006,FALSE,1.117481609597673
2008,"Fjällbacka, okt",%,Tidigt döda yngel tånglake,2005,FALSE,3.012516209212147
2008,"Fjällbacka, okt",°C,"Temperatur i vatten vid redskap under 
provfiske",2013,FALSE,9.077083333333333
2008,"Fjällbacka, okt",antal per redskap och natt,"Karpfiskar och mesopredatorer, 
fångst under provfiske",2015,FALSE,0.5555555555555556
2008,"Fjällbacka, okt",antal per redskap och natt,"Rovfisk, fångst under provfiske",2021,FALSE,4.041666666666667
2008,"Fjällbacka, okt",antal per redskap och natt,"Strandkrabba, fångst under provfiske",2016,FALSE,32.75694444444444
2008,"Fjällbacka, okt",antal per redskap och natt,"Torsk, fångst under provfiske",2018,FALSE,1.7152777777777777
2008,"Fjällbacka, okt",antal per redskap och natt,Totalfångst under provfiske,2017,FALSE,7.583333333333333
2008,"Fjällbacka, okt",antal per redskap och natt,"Tånglake, fångst under provfiske",2019,FALSE,0.1597222222222222
2008,"Fjällbacka, okt",antal per redskap och natt,"Ål, fångst under provfiske",2020,FALSE,0.1388888888888889
2008,"Fjällbacka, okt",ESI,Ebryosomatisk index hos tånglake,2028,FALSE,13.293022931378754
2008,"Fjällbacka, okt",K,Kondition hos tånglake,2029,FALSE,0.3699926665294075
2008,"Fjällbacka, okt",m,Siktdjup under provfiske,2010,FALSE,8.833333333333334
2008,"Fjällbacka, okt",mm,Längd vid 1 års ålder hos tånglake,2022,FALSE,208.22222222222223
2008,"Fjällbacka, okt",mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,234.25
2008,"Fjällbacka, okt",mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,249.44444444444446
2008,"Fjällbacka, okt",N,Artantal,2001,FALSE,16
2008,"Fjällbacka, okt",psu,"Salinitet i vatten vid redskap under 
provfiske",2009,FALSE,30.6
2008,"Fjällbacka, okt",Shannon-Wiener diversitetsindex,Diversitet,2002,FALSE,1.8182036802836126
2008,"Fjällbacka, okt",Trofisk medelnivå,Trofisk medelnivå,2003,FALSE,4.061172161172161
2008,Holmöarna,%,Granulocyter hos abborre,1020,FALSE,1.1392857142857142
2008,Holmöarna,%,GSI hos honabborre,1010,FALSE,4.234285714285714
2008,Holmöarna,%,Hematokrit hos abborre,1013,FALSE,27.76
2008,Holmöarna,%,iRBC hos abborre,1023,FALSE,0.8785714285714286
2008,Holmöarna,%,LSI hos abborre,1011,FALSE,1.7814285714285714
2008,Holmöarna,%,Lymfocyter hos abborre,1021,FALSE,2.8607142857142858
2008,Holmöarna,%,Missbildade yngel tånglake,2007,FALSE,0
2008,Holmöarna,%,Onormala yngel tånglake,2008,FALSE,0.362841255802932
2008,Holmöarna,%,Sent döda yngel tånglake,2006,FALSE,0.12304663467454163
2008,Holmöarna,%,Tidigt döda yngel tånglake,2005,FALSE,0.23979462112839034
